file_name, minor, major, total, ownership, num_of_bugs
solr/core/src/java/org/apache/solr/handler/loader/CSVLoader.java,0, 2, 2, 50.0%, 0
dev-tools/maven/solr/test-framework/pom.xml.template,0, 1, 1, 100.0%, 0
lucene/queryparser/src/test/org/apache/lucene/queryparser/xml/TestParser.java,0, 4, 4, 50.0%, 0
lucene/core/src/java/org/apache/lucene/util/BytesRefHash.java,0, 3, 3, 50.0%, 0
lucene/analysis/morfologik/lib/morfologik-fsa-LICENSE-BSD.txt,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/ru/RussianLightStemFilter.java,0, 2, 2, 50.0%, 0
lucene/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ReadTask.java,0, 2, 2, 66.67%, 0
solr/core/src/java/org/apache/solr/handler/ContentStreamHandlerBase.java,0, 4, 4, 42.86%, 0
solr/core/src/java/org/apache/solr/analysis/ShingleFilterFactory.java,0, 3, 3, 50.0%, 0
solr/example/exampledocs/monitor.xml,0, 2, 2, 66.67%, 0
solr/core/src/test/org/apache/solr/schema/RequiredFieldsTest.java,0, 3, 3, 33.33%, 0
lucene/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenFilter.java,0, 2, 2, 50.0%, 0
solr/core/src/java/org/apache/solr/search/SolrSortField.java,0, 2, 2, 50.0%, 0
lucene/sandbox/src/test/org/apache/lucene/sandbox/queries/DuplicateFilterTest.java,0, 3, 3, 33.33%, 0
lucene/core/src/test/org/apache/lucene/search/TestWildcardRandom.java,0, 4, 4, 40.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/standard/StandardTokenizerImpl.java,0, 2, 2, 66.67%, 0
lucene/grouping/src/test/org/apache/lucene/search/grouping/GroupingSearchTest.java,0, 2, 2, 66.67%, 0
lucene/analysis/icu/src/java/org/apache/lucene/analysis/icu/tokenattributes/package.html,0, 1, 1, 100.0%, 0
lucene/analysis/uima/lib/WhitespaceTokenizer-2.3.1.jar.sha1,0, 1, 1, 100.0%, 0
solr/solrj/src/java/org/apache/solr/client/solrj/ResponseParser.java,0, 2, 2, 50.0%, 0
lucene/suggest/src/test/org/apache/lucene/search/suggest/fst/BytesRefSortersTest.java,0, 2, 2, 50.0%, 1
lucene/analysis/common/src/java/org/apache/lucene/analysis/standard/std31/package.html,0, 1, 1, 100.0%, 0
lucene/highlighter/src/java/org/apache/lucene/search/highlight/SimpleHTMLFormatter.java,0, 2, 2, 50.0%, 0
dev-tools/idea/.idea/libraries/Solr_extraction_library.xml,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/util/InitializationException.java,0, 1, 1, 100.0%, 0
lucene/highlighter/src/java/org/apache/lucene/search/highlight/QueryTermExtractor.java,0, 2, 2, 50.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/core/nodes/PathQueryNode.java,0, 2, 2, 50.0%, 0
lucene/facet/src/java/org/apache/lucene/facet/search/DrillDown.java,0, 2, 2, 50.0%, 0
solr/example/lib/jetty-NOTICE.txt,0, 1, 1, 100.0%, 0
solr/core/src/test/org/apache/solr/spelling/suggest/SuggesterTest.java,0, 4, 4, 40.0%, 0
lucene/join/src/java/org/apache/lucene/search/join/TermsCollector.java,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/index/IndexReaderContext.java,0, 3, 3, 60.0%, 0
lucene/facet/src/java/org/apache/lucene/facet/search/FacetsCollector.java,0, 2, 2, 50.0%, 1
lucene/core/src/test/org/apache/lucene/search/TestBooleanScorer.java,0, 4, 4, 25.0%, 0
solr/contrib/dataimporthandler/src/test-files/dih/solr/conf/dataconfig-contentstream.xml,0, 1, 1, 100.0%, 0
dev-tools/idea/lucene/analysis/kuromoji/kuromoji.iml,0, 1, 1, 100.0%, 0
solr/contrib/analysis-extras/src/test/org/apache/solr/analysis/TestICUTransformFilterFactory.java,0, 3, 3, 33.33%, 0
lucene/core/src/java/org/apache/lucene/index/Term.java,0, 2, 2, 50.0%, 0
lucene/queryparser/src/test/org/apache/lucene/queryparser/xml/BooleanFilter.xml,0, 1, 1, 100.0%, 0
lucene/analysis/kuromoji/src/java/org/apache/lucene/analysis/ja/tokenattributes/InflectionAttribute.java,0, 2, 2, 50.0%, 0
solr/core/src/test/org/apache/solr/cloud/ChaosMonkeyNothingIsSafeTest.java,0, 4, 4, 63.64%, 0
lucene/analysis/common/src/java/org/tartarus/snowball/package.html,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/document/DoubleField.java,0, 2, 2, 66.67%, 0
lucene/core/src/test/org/apache/lucene/search/spans/TestSpanMultiTermQueryWrapper.java,0, 5, 5, 33.33%, 0
solr/core/src/java/org/apache/solr/util/NumberUtils.java,0, 3, 3, 33.33%, 0
solr/contrib/uima/src/test/org/apache/solr/uima/analysis/UIMATypeAwareAnnotationsTokenizerFactoryTest.java,0, 1, 1, 100.0%, 0
solr/contrib/velocity/src/java/overview.html,0, 2, 2, 66.67%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/core/LetterTokenizer.java,0, 2, 2, 50.0%, 0
solr/core/src/java/org/apache/solr/analysis/KStemFilterFactory.java,0, 3, 3, 33.33%, 0
lucene/core/src/java/org/apache/lucene/codecs/DocValuesArraySource.java,0, 3, 3, 50.0%, 0
lucene/queries/src/java/org/apache/lucene/queries/function/docvalues/LongDocValues.java,0, 2, 2, 50.0%, 0
solr/core/src/test/org/apache/solr/analysis/TestIrishLowerCaseFilterFactory.java,0, 3, 3, 33.33%, 0
solr/example/example-DIH/solr/solr/conf/solrconfig.xml,0, 5, 5, 20.0%, 0
solr/contrib/uima/src/resources/org/apache/uima/desc/WhitespaceTokenizer.xml,0, 1, 1, 100.0%, 0
solr/contrib/extraction/lib/isoparser-1.0-beta-5.jar.sha1,0, 1, 1, 100.0%, 0
lucene/test-framework/src/java/org/apache/lucene/codecs/mocksep/MockSingleIntIndexInput.java,0, 5, 5, 20.0%, 0
solr/core/src/java/org/apache/solr/util/DefaultSolrThreadFactory.java,0, 2, 2, 50.0%, 0
solr/example/solr/conf/velocity/jquery.autocomplete.css,0, 1, 1, 100.0%, 0
solr/core/src/java/org/apache/solr/analysis/WhitespaceTokenizerFactory.java,0, 3, 3, 33.33%, 0
solr/core/src/java/org/apache/solr/handler/component/ShardResponse.java,0, 2, 2, 50.0%, 0
solr/example/example-DIH/solr/db/lib/hsqldb-NOTICE.txt,0, 1, 1, 100.0%, 0
lucene/core/src/test/org/apache/lucene/util/TestBitUtil.java,0, 2, 2, 50.0%, 0
solr/core/src/test/org/apache/solr/search/function/distance/DistanceFunctionTest.java,0, 4, 4, 40.0%, 0
lucene/core/src/test/org/apache/lucene/index/TestStressAdvance.java,0, 5, 5, 42.86%, 0
lucene/test-framework/src/java/org/apache/lucene/codecs/nestedpulsing/NestedPulsingPostingsFormat.java,0, 4, 4, 50.0%, 1
solr/core/src/test/org/apache/solr/handler/MoreLikeThisHandlerTest.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/util/automaton/TestSpecialOperations.java,0, 3, 3, 33.33%, 0
lucene/MIGRATE.txt,1, 4, 5, 41.03%, 0
solr/webapp/web/js/scripts/java-properties.js,0, 3, 3, 50.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/core/processors/QueryNodeProcessorPipeline.java,0, 2, 2, 50.0%, 0
lucene/facet/src/java/overview.html,0, 1, 1, 100.0%, 0
lucene/grouping/src/java/org/apache/lucene/search/grouping/AbstractSecondPassGroupingCollector.java,0, 3, 3, 33.33%, 0
solr/contrib/dataimporthandler/src/test/org/apache/solr/handler/dataimport/TestSqlEntityProcessor2.java,0, 4, 4, 40.0%, 0
lucene/analysis/common/src/resources/org/apache/lucene/analysis/cz/stopwords.txt,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/codecs/lucene3x/Lucene3xStoredFieldsReader.java,0, 4, 4, 50.0%, 0
solr/example/solr/conf/lang/stopwords_lv.txt,0, 1, 1, 100.0%, 0
lucene/facet/src/java/org/apache/lucene/facet/index/streaming/package.html,0, 1, 1, 100.0%, 0
dev-tools/idea/lucene/misc/misc.iml,0, 1, 1, 100.0%, 0
lucene/tools/prettify/lang-apollo.js,0, 1, 1, 100.0%, 0
solr/contrib/clustering/lib/jackson-mapper-asl-LICENSE-ASL.txt,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/search/FuzzyQuery.java,0, 3, 3, 50.0%, 0
lucene/analysis/uima/src/java/org/apache/lucene/analysis/uima/UIMATypeAwareAnalyzer.java,0, 1, 1, 100.0%, 0
lucene/benchmark/src/java/overview.html,0, 1, 1, 100.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/core/builders/package.html,0, 1, 1, 100.0%, 0
lucene/analysis/phonetic/lib/commons-codec-1.6.jar.sha1,0, 1, 1, 100.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/xml/QueryTemplateManager.java,0, 2, 2, 50.0%, 0
solr/core/src/java/org/apache/solr/handler/admin/AdminHandlers.java,0, 3, 3, 60.0%, 0
solr/webapp/web/img/ico/network-status-away.png,0, 1, 1, 100.0%, 0
solr/core/src/test/org/apache/solr/core/TestJmxMonitoredMap.java,0, 4, 4, 40.0%, 0
solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/PlainTextEntityProcessor.java,0, 2, 2, 75.0%, 0
lucene/spatial/src/java/org/apache/lucene/spatial/package-info.java,0, 1, 1, 100.0%, 0
lucene/core/src/test/org/apache/lucene/search/spans/TestSpanExplanationsOfNonMatches.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/index/FreqProxTermsWriterPerField.java,0, 5, 5, 45.45%, 1
lucene/queryparser/src/java/org/apache/lucene/queryparser/xml/builders/SpanFirstBuilder.java,0, 2, 2, 50.0%, 0
solr/contrib/uima/src/resources/org/apache/uima/desc/baseAlchemyTypeSystemDescriptor.xml,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/search/payloads/AveragePayloadFunction.java,0, 2, 2, 50.0%, 0
solr/core/src/test-files/solr/conf/solrconfig-functionquery.xml,0, 2, 2, 50.0%, 0
solr/contrib/extraction/lib/apache-mime4j-core-LICENSE-ASL.txt,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/index/MergeScheduler.java,0, 2, 2, 50.0%, 0
lucene/test-framework/src/java/org/apache/lucene/store/MockIndexInputWrapper.java,0, 3, 3, 33.33%, 0
solr/core/src/java/org/apache/solr/schema/SimplePreAnalyzedParser.java,0, 3, 3, 33.33%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/core/WhitespaceAnalyzer.java,0, 2, 2, 50.0%, 0
lucene/test-framework/src/java/org/apache/lucene/util/RunListenerPrintReproduceInfo.java,0, 3, 3, 60.0%, 0
lucene/analysis/common/src/resources/org/apache/lucene/analysis/lv/stopwords.txt,0, 1, 1, 100.0%, 0
lucene/analysis/icu/src/test/org/apache/lucene/analysis/icu/TestICUFoldingFilter.java,0, 2, 2, 50.0%, 0
solr/example/exampledocs/books.csv,0, 2, 2, 50.0%, 0
solr/core/src/java/org/apache/solr/handler/admin/SolrInfoMBeanHandler.java,0, 4, 4, 66.67%, 0
solr/core/src/test-files/solr/conf/solrconfig-mergepolicy.xml,0, 3, 3, 50.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/in/package.html,0, 1, 1, 100.0%, 0
lucene/facet/src/test/org/apache/lucene/facet/search/TestCategoryListCache.java,0, 2, 2, 50.0%, 0
lucene/suggest/build.xml,0, 1, 1, 100.0%, 0
lucene/misc/src/java/org/apache/lucene/misc/doc-files/ss.gnuplot,0, 1, 1, 100.0%, 0
lucene/core/src/test/org/apache/lucene/analysis/TestMockCharFilter.java,0, 3, 3, 33.33%, 1
solr/core/src/java/org/apache/solr/search/grouping/distributed/shardresultserializer/SearchGroupsResultTransformer.java,0, 2, 2, 66.67%, 0
lucene/core/src/test/org/apache/lucene/search/spans/TestBasics.java,0, 5, 5, 20.0%, 0
lucene/facet/src/java/org/apache/lucene/facet/doc-files/userguide.html,0, 1, 1, 100.0%, 1
lucene/analysis/common/src/java/org/apache/lucene/analysis/pt/PortugueseStemmer.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/search/NRTManagerReopenThread.java,0, 3, 3, 50.0%, 0
solr/core/src/test/org/apache/solr/update/processor/UniqFieldsUpdateProcessorFactoryTest.java,0, 3, 3, 33.33%, 0
lucene/misc/src/java/org/apache/lucene/misc/doc-files/ss.hyperbolicTf.svg,0, 1, 1, 100.0%, 0
solr/core/src/test/org/apache/solr/internal/csv/CSVPrinterTest.java,0, 1, 1, 100.0%, 0
lucene/queries/src/test/org/apache/lucene/queries/function/TestFieldScoreQuery.java,0, 2, 2, 66.67%, 0
lucene/core/src/java/org/apache/lucene/codecs/simpletext/package.html,0, 1, 1, 100.0%, 0
lucene/analysis/uima/src/java/org/apache/lucene/analysis/uima/ae/OverridingParamsAEProvider.java,0, 2, 2, 50.0%, 0
lucene/facet/src/test/org/apache/lucene/facet/search/TestTopKInEachNodeResultHandler.java,0, 3, 3, 33.33%, 0
solr/contrib/langid/src/resources/org/apache/solr/update/processor/langdetect-profiles/te,0, 1, 1, 100.0%, 0
solr/contrib/analysis-extras/src/java/org/apache/solr/analysis/SmartChineseWordTokenFilterFactory.java,0, 3, 3, 33.33%, 0
lucene/suggest/src/java/org/apache/lucene/search/suggest/fst/FSTCompletion.java,0, 3, 3, 33.33%, 0
solr/contrib/langid/src/resources/org/apache/solr/update/processor/langdetect-profiles/tl,0, 1, 1, 100.0%, 0
solr/contrib/langid/src/resources/org/apache/solr/update/processor/langdetect-profiles/th,0, 1, 1, 100.0%, 0
lucene/core/src/java/overview.html,0, 3, 3, 50.0%, 0
solr/contrib/langid/src/resources/org/apache/solr/update/processor/langdetect-profiles/tr,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/package.html,0, 1, 1, 100.0%, 0
solr/core/src/java/org/apache/solr/cloud/AssignShard.java,0, 2, 2, 80.0%, 0
lucene/core/src/test/org/apache/lucene/index/TestFieldInfos.java,0, 5, 5, 60.0%, 0
lucene/core/src/java/org/apache/lucene/codecs/FieldsConsumer.java,0, 4, 4, 40.0%, 0
lucene/core/src/java/org/apache/lucene/codecs/lucene3x/Lucene3xNormsProducer.java,0, 5, 5, 40.0%, 0
lucene/core/src/java/org/apache/lucene/search/SearcherLifetimeManager.java,0, 2, 2, 50.0%, 0
lucene/benchmark/conf/highlight-profile.alg,0, 1, 1, 100.0%, 0
solr/solrj/src/java/org/apache/solr/common/params/MoreLikeThisParams.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/search/PositiveScoresOnlyCollector.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/search/MaxNonCompetitiveBoostAttribute.java,0, 3, 3, 33.33%, 0
lucene/facet/src/java/org/apache/lucene/facet/index/attributes/CategoryProperty.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/index/TestSumDocFreq.java,0, 5, 5, 50.0%, 0
solr/solrj/src/java/org/apache/solr/client/solrj/impl/ConcurrentUpdateSolrServer.java,0, 3, 3, 60.0%, 0
solr/core/src/java/org/apache/solr/search/SpatialOptions.java,0, 4, 4, 25.0%, 0
lucene/sandbox/src/java/org/apache/lucene/sandbox/queries/SlowCollatedTermRangeTermsEnum.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/index/TestPersistentSnapshotDeletionPolicy.java,0, 3, 3, 33.33%, 0
lucene/facet/src/java/org/apache/lucene/facet/taxonomy/writercache/package.html,0, 1, 1, 100.0%, 0
solr/core/src/java/org/apache/solr/analysis/PortugueseMinimalStemFilterFactory.java,0, 3, 3, 33.33%, 0
lucene/core/src/java/org/apache/lucene/search/ConjunctionTermScorer.java,0, 3, 3, 33.33%, 0
solr/core/src/java/org/apache/solr/response/XMLResponseWriter.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/util/TestAttributeSource.java,0, 3, 3, 33.33%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/shingle/ShingleFilter.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/search/FilteredQuery.java,0, 2, 2, 50.0%, 0
lucene/facet/src/java/org/apache/lucene/util/encoding/NOnesIntEncoder.java,0, 2, 2, 50.0%, 0
lucene/queryparser/docs/xml/img/joinbottom.gif,0, 1, 1, 100.0%, 0
solr/core/src/java/org/apache/solr/analysis/SolrAnalyzer.java,0, 4, 4, 25.0%, 1
solr/contrib/extraction/lib/jdom-LICENSE-BSD_LIKE.txt,0, 1, 1, 100.0%, 0
lucene/misc/src/java/org/apache/lucene/store/WindowsDirectory.java,0, 3, 3, 50.0%, 0
solr/webapp/web/img/ico/document-convert.png,0, 1, 1, 100.0%, 0
lucene/test-framework/src/java/org/apache/lucene/util/NullInfoStream.java,0, 2, 2, 50.0%, 0
lucene/facet/src/test/org/apache/lucene/facet/index/params/DefaultFacetIndexingParamsTest.java,0, 2, 2, 50.0%, 0
lucene/analysis/uima/lib/Tagger-2.3.1.jar.sha1,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/util/mutable/package.html,0, 1, 1, 100.0%, 0
lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermFirstPassGroupingCollector.java,0, 2, 2, 50.0%, 0
solr/webapp/web/img/ico/document-text.png,0, 1, 1, 100.0%, 0
solr/solrj/src/test/org/apache/solr/client/solrj/embedded/LargeVolumeEmbeddedTest.java,0, 2, 2, 50.0%, 0
lucene/grouping/src/java/org/apache/lucene/search/grouping/function/package.html,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/util/FilteringTokenFilter.java,0, 2, 2, 50.0%, 1
lucene/analysis/common/src/test/org/apache/lucene/analysis/fr/TestFrenchLightStemFilter.java,0, 3, 3, 33.33%, 0
solr/core/src/java/org/apache/solr/search/SpatialFilterQParserPlugin.java,0, 2, 2, 50.0%, 0
solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/DataImporter.java,0, 9, 9, 23.08%, 0
solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/Evaluator.java,0, 2, 2, 75.0%, 0
solr/example/solr/conf/lang/stopwords_fr.txt,0, 1, 1, 100.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/surround/query/NotQuery.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/index/ReaderUtil.java,0, 1, 1, 100.0%, 0
solr/lib/commons-codec-LICENSE-ASL.txt,0, 1, 1, 100.0%, 0
solr/core/src/test/org/apache/solr/search/TestValueSourceCache.java,0, 1, 1, 100.0%, 0
solr/core/src/test/org/apache/solr/TestDistributedSearch.java,0, 7, 7, 37.5%, 0
solr/webapp/web/img/ico/node.png,0, 1, 1, 100.0%, 0
solr/solrj/src/test/org/apache/solr/common/util/IteratorChainTest.java,0, 2, 2, 50.0%, 0
solr/core/src/java/org/apache/solr/search/grouping/distributed/responseprocessor/StoredFieldsShardResponseProcessor.java,0, 1, 1, 100.0%, 0
solr/example/exampledocs/solr.xml,0, 1, 1, 100.0%, 0
solr/core/src/java/org/apache/solr/schema/JsonPreAnalyzedParser.java,0, 3, 3, 33.33%, 0
lucene/analysis/icu/src/java/overview.html,0, 1, 1, 100.0%, 0
solr/core/src/java/org/apache/solr/update/DirectUpdateHandler2.java,8, 3, 11, 38.89%, 0
lucene/test-framework/src/resources/org/apache/lucene/util/europarl.lines.txt.gz,0, 1, 1, 100.0%, 0
lucene/demo/src/test/org/apache/lucene/demo/test-files/docs/apache1.0.txt,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/test/org/apache/lucene/analysis/wikipedia/WikipediaTokenizerTest.java,0, 2, 2, 50.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/el/GreekStemmer.java,0, 2, 2, 50.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/core/nodes/MatchAllDocsQueryNode.java,0, 2, 2, 50.0%, 0
lucene/highlighter/src/java/org/apache/lucene/search/highlight/OffsetLimitTokenFilter.java,0, 2, 2, 50.0%, 0
lucene/analysis/common/src/test/org/apache/lucene/analysis/core/LuceneResourcesWikiPage.html,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/test/org/apache/lucene/analysis/util/TestWordlistLoader.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/codecs/lucene40/values/Writer.java,0, 5, 5, 20.0%, 0
lucene/facet/src/java/org/apache/lucene/util/collections/IntToObjectMap.java,0, 3, 3, 33.33%, 0
lucene/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/package.html,0, 1, 1, 100.0%, 0
solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/SolrEntityProcessor.java,0, 4, 4, 42.86%, 0
lucene/analysis/common/src/test/org/apache/lucene/analysis/cn/TestChineseTokenizer.java,0, 2, 2, 50.0%, 0
solr/core/src/java/org/apache/solr/search/RawQParserPlugin.java,0, 3, 3, 33.33%, 0
lucene/analysis/kuromoji/src/tools/java/org/apache/lucene/analysis/ja/util/ConnectionCostsBuilder.java,0, 2, 2, 50.0%, 0
solr/core/src/test-files/solr/conf/bad-schema-uniquekey-uses-default.xml,0, 1, 1, 100.0%, 0
lucene/analysis/stempel/src/java/org/egothor/stemmer/Optimizer2.java,0, 1, 1, 100.0%, 0
solr/webapp/web/img/ico/terminal.png,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/codecs/SegmentInfoFormat.java,0, 3, 3, 33.33%, 1
solr/webapp/web/css/styles/query.css,0, 3, 3, 50.0%, 0
lucene/facet/src/java/org/apache/lucene/util/encoding/FourFlagsIntEncoder.java,0, 2, 2, 50.0%, 0
solr/solrj/src/java/org/apache/solr/common/params/DefaultSolrParams.java,0, 2, 2, 66.67%, 0
solr/solrj/src/java/org/apache/solr/client/solrj/beans/Field.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/index/index.34.cfs.zip,0, 1, 1, 100.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/MultiPhraseQueryNode.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/document/StoredField.java,0, 2, 2, 50.0%, 0
lucene/benchmark/src/test/org/apache/lucene/benchmark/byTask/tasks/CountingSearchTestTask.java,0, 2, 2, 50.0%, 0
solr/contrib/uima/src/test-files/uima/AggregateSentenceAE.xml,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/hu/HungarianLightStemmer.java,0, 2, 2, 50.0%, 0
solr/core/src/test/org/apache/solr/analysis/TestCollationKeyFilterFactory.java,0, 4, 4, 50.0%, 0
solr/contrib/extraction/lib/tika-core-LICENSE-ASL.txt,0, 1, 1, 100.0%, 0
solr/contrib/clustering/lib/mahout-collections-NOTICE.txt,0, 1, 1, 100.0%, 0
lucene/queryparser/src/java/org/apache/lucene/queryparser/xml/builders/SpanNearBuilder.java,0, 2, 2, 50.0%, 0
solr/core/src/test/org/apache/solr/analysis/TestNorwegianLightStemFilterFactory.java,0, 3, 3, 33.33%, 0
solr/webapp/web/img/ZeroClipboard.swf,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/charfilter/HTMLStripCharFilter.SUPPLEMENTARY.jflex-macro,0, 1, 1, 100.0%, 0
solr/core/src/java/org/apache/solr/search/function/distance/HaversineConstFunction.java,0, 8, 8, 22.22%, 0
lucene/facet/src/test/org/apache/lucene/facet/enhancements/params/DefaultEnhancementsIndexingParamsTest.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/analysis/tokenattributes/PositionLengthAttributeImpl.java,0, 3, 3, 33.33%, 0
lucene/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegGraph.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/index/TestBackwardsCompatibility.java,0, 5, 5, 46.67%, 0
lucene/analysis/common/src/test/org/apache/lucene/analysis/br/TestBrazilianStemmer.java,0, 2, 2, 50.0%, 0
solr/core/src/java/org/apache/solr/analysis/HTMLStripCharFilterFactory.java,0, 4, 4, 40.0%, 0
solr/webapp/web/img/ico/hammer-screwdriver.png,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/search/IndexSearcher.java,0, 5, 5, 33.33%, 0
lucene/analysis/common/src/java/org/tartarus/snowball/ext/NorwegianStemmer.java,0, 1, 1, 100.0%, 0
solr/scripts/optimize,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/tartarus/snowball/ext/SpanishStemmer.java,0, 1, 1, 100.0%, 0
lucene/core/src/java/org/apache/lucene/document/IntDocValuesField.java,0, 2, 2, 50.0%, 0
lucene/core/src/java/org/apache/lucene/codecs/sep/SepPostingsReader.java,0, 7, 7, 33.33%, 0
lucene/core/src/java/org/apache/lucene/search/spans/SpanQuery.java,0, 3, 3, 33.33%, 0
lucene/analysis/common/src/java/org/tartarus/snowball/ext/SwedishStemmer.java,0, 1, 1, 100.0%, 0
solr/contrib/extraction/lib/vorbis-java-core-0.1.jar.sha1,0, 1, 1, 100.0%, 0
lucene/analysis/smartcn/ivy.xml,0, 1, 1, 100.0%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/en/PorterStemmer.java,0, 2, 2, 50.0%, 0
lucene/facet/src/test/org/apache/lucene/facet/search/TestFacetsAccumulatorWithComplement.java,0, 2, 2, 50.0%, 0
lucene/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/AddFacetedDocTask.java,0, 2, 2, 50.0%, 0
lucene/tools/prettify/lang-lua.js,0, 1, 1, 100.0%, 0
solr/contrib/clustering/lib/simple-xml-2.4.1.jar.sha1,0, 1, 1, 100.0%, 0
solr/solrj/src/test/org/apache/solr/client/solrj/embedded/MultiCoreExampleJettyTest.java,0, 5, 5, 33.33%, 0
lucene/core/src/test/org/apache/lucene/index/TestRandomStoredFields.java,0, 4, 4, 25.0%, 0
lucene/core/src/test/org/apache/lucene/index/TestBinaryTerms.java,0, 4, 4, 25.0%, 0
lucene/analysis/phonetic/src/java/org/apache/lucene/analysis/phonetic/BeiderMorseFilter.java,0, 3, 3, 50.0%, 0
solr/webapp/web/img/ico/download-cloud.png,0, 1, 1, 100.0%, 0
lucene/facet/src/java/org/apache/lucene/facet/enhancements/association/AssociationListTokenizer.java,0, 3, 3, 33.33%, 0
solr/solrj/src/test/org/apache/solr/client/solrj/SolrQueryTest.java,0, 5, 5, 33.33%, 0
lucene/analysis/common/src/test/org/apache/lucene/analysis/ca/TestCatalanAnalyzer.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/search/TestPositionIncrement.java,0, 6, 6, 37.5%, 1
solr/core/src/test/org/apache/solr/internal/csv/ExtendedBufferedReaderTest.java,0, 1, 1, 100.0%, 0
solr/contrib/uima/src/java/org/apache/solr/uima/processor/SolrUIMAConfigurationReader.java,0, 2, 2, 66.67%, 0
lucene/queryparser/src/test/org/apache/lucene/queryparser/flexible/spans/SpanOrQueryNodeBuilder.java,0, 2, 2, 50.0%, 0
lucene/core/src/test/org/apache/lucene/index/TestRollingUpdates.java,0, 6, 6, 37.5%, 0
lucene/analysis/common/src/java/org/apache/lucene/analysis/util/CharArraySet.java,0, 3, 3, 33.33%, 0
lucene/core/src/test/org/apache/lucene/index/TestThreadedForceMerge.java,0, 5, 5, 20.0%, 0
